hybrid1opt particle swarm  one angle with range 0.785398
 particle swarm solution min 1.9600000000e+02 max 2.0400000000e+02  fvalue min 4.4445082472e-05  time 1.938859e+01 cpu time 34.187500 function evals 2400
 particle swarm solution min 1.9600000000e+02 max 2.0400000000e+02  fvalue max 1.1323711431e-04  time 4.180759e+01 cpu time 83.984375 function evals 7000

Nodal information - optimization model
Node   X      Y     Restraints       Fx          Fy           U-x    U-y
76    0.9    0.5    1    1           0.0          0.0           8.4664278e-05      -1.1700459e-05
77    1.0    0.5    1    1           0.0          0.0           8.4996346e-05      -1.4192972e-05
78    0.0    0.5    1    1          10.0          0.0           0.00010099826      7.2568604e-06
79    0.1    0.5    1    1           0.0          0.0           9.8555127e-05      4.0831076e-06
80    0.2    0.5    1    1           0.0          0.0           9.5868352e-05      9.7688752e-07
81    0.3    0.5    1    1           0.0          0.0           9.3328277e-05      -1.825408e-06
82    0.4    0.5    1    1           0.0          0.0           9.121169e-05      -4.1173458e-06
83    0.5    0.5    1    1           0.0          0.0           8.9560943e-05      -5.960836e-06
84    0.6    0.5    1    1           0.0          0.0           8.8429609e-05      -7.4420303e-06
85    0.7    0.5    1    1           0.0          0.0           8.7768971e-05      -8.8524669e-06
86    0.8    0.5    1    1           0.0          0.0           8.7476098e-05      -1.041794e-05
87    0.9    0.5    1    1           0.0          0.0           8.7457975e-05      -1.2372456e-05
88    1.0    0.5    1    1           0.0          0.0           8.7627243e-05      -1.4982101e-05
89    0.0    0.6    1    1          10.0          0.0           0.00010456384      6.8872321e-06
90    0.1    0.6    1    1           0.0          0.0           0.00010199206      4.569016e-06
91    0.2    0.6    1    1           0.0          0.0           9.9320073e-05      1.9445972e-06
92    0.3    0.6    1    1           0.0          0.0           9.6768276e-05      -7.0140961e-07
93    0.4    0.6    1    1           0.0          0.0           9.4580002e-05      -3.128346e-06
94    0.5    0.6    1    1           0.0          0.0           9.2866216e-05      -5.2679533e-06
95    0.6    0.6    1    1           0.0          0.0           9.1589225e-05      -7.0628522e-06
96    0.7    0.6    1    1           0.0          0.0           9.0732407e-05      -8.7800481e-06
97    0.8    0.6    1    1           0.0          0.0           9.0267587e-05      -1.0616978e-05
98    0.9    0.6    1    1           0.0          0.0           9.0107769e-05      -1.2754722e-05
99    1.0    0.6    1    1           0.0          0.0           9.0148366e-05      -1.5397488e-05
100    0.0    0.7    1    1          10.0          0.0           0.00010739438      6.7039033e-06
101    0.1    0.7    1    1           0.0          0.0           0.0001048215      5.1743849e-06
102    0.2    0.7    1    1           0.0          0.0           0.00010205009      2.9209018e-06
103    0.3    0.7    1    1           0.0          0.0           9.9564973e-05      3.4044276e-07
104    0.4    0.7    1    1           0.0          0.0           9.7393682e-05      -2.2423571e-06
105    0.5    0.7    1    1           0.0          0.0           9.562296e-05      -4.569794e-06
106    0.6    0.7    1    1           0.0          0.0           9.4254388e-05      -6.6028126e-06
107    0.7    0.7    1    1           0.0          0.0           9.3316067e-05      -8.5649631e-06
108    0.8    0.7    1    1           0.0          0.0           9.2758967e-05      -1.0601638e-05
109    0.9    0.7    1    1           0.0          0.0           9.2511017e-05      -1.2897131e-05
110    1.0    0.7    1    1           0.0          0.0           9.2468877e-05      -1.5550476e-05
111    0.0    0.8    1    1          10.0          0.0           0.00010992434      6.7771076e-06
112    0.1    0.8    1    1           0.0          0.0           0.00010672457      6.1517002e-06
113    0.2    0.8    1    1           0.0          0.0           0.00010422637      3.9446013e-06
114    0.3    0.8    1    1           0.0          0.0           0.00010184381      1.2695299e-06
115    0.4    0.8    1    1           0.0          0.0           9.9723049e-05      -1.4069727e-06
116    0.5    0.8    1    1           0.0          0.0           9.786608e-05      -3.8908737e-06
117    0.6    0.8    1    1           0.0          0.0           9.6425395e-05      -6.1168363e-06
118    0.7    0.8    1    1           0.0          0.0           9.5432375e-05      -8.2784791e-06
119    0.8    0.8    1    1           0.0          0.0           9.486222e-05      -1.0474564e-05
120    0.9    0.8    1    1           0.0          0.0           9.4644921e-05      -1.2893045e-05
121    1.0    0.8    1    1           0.0          0.0           9.4602524e-05      -1.5574537e-05
