8.84571e-0520.10, 0.00010430320.10,
8.84699e-0520.10, 0.00010431820.10,
8.84825e-0520.10, 0.00010433320.10,
8.84952e-0520.10, 0.00010434820.10,
8.85079e-0520.10, 0.00010436320.10,
8.85206e-0520.10, 0.00010437820.10,
8.85333e-0520.10, 0.00010439220.10,
8.85459e-0520.10, 0.00010440720.10,
8.85585e-0520.10, 0.00010442220.10,
8.85712e-0520.10, 0.00010443720.10,
8.85838e-0520.10, 0.00010445220.10,
8.85964e-0520.10, 0.00010446620.10,
8.8609e-0520.10, 0.00010448120.10,
8.86216e-0520.10, 0.00010449620.10,
8.86342e-0520.10, 0.00010451120.10,
8.86468e-0520.10, 0.00010452520.10,
8.86594e-0520.10, 0.0001045420.10,
8.8672e-0520.10, 0.00010455520.10,
8.86845e-0520.10, 0.00010456920.10,
8.86971e-0520.10, 0.00010458420.10,
8.87096e-0520.10, 0.00010459920.10,
8.87221e-0520.10, 0.00010461320.10,
8.87347e-0520.10, 0.00010462820.10,
8.87472e-0520.10, 0.00010464320.10,
8.87597e-0520.10, 0.00010465720.10,
8.87722e-0520.10, 0.00010467220.10,
8.87847e-0520.10, 0.00010468620.10,
8.87971e-0520.10, 0.00010470120.10,
8.88096e-0520.10, 0.00010471620.10,
8.88221e-0520.10, 0.0001047320.10,
8.88345e-0520.10, 0.00010474520.10,
8.8847e-0520.10, 0.00010475920.10,
8.88594e-0520.10, 0.00010477420.10,
8.88718e-0520.10, 0.00010478820.10,
8.88842e-0520.10, 0.00010480320.10,
8.88967e-0520.10, 0.00010481720.10,
8.89091e-0520.10, 0.00010483220.10,
8.89214e-0520.10, 0.00010484620.10,
8.89338e-0520.10, 0.00010486120.10,
8.89462e-0520.10, 0.00010487520.10,
8.89586e-0520.10, 0.0001048920.10,
8.89709e-0520.10, 0.00010490420.10,
8.89833e-0520.10, 0.00010491920.10,
8.89956e-0520.10, 0.00010493320.10,
8.90079e-0520.10, 0.00010494820.10,
8.90203e-0520.10, 0.00010496220.10,
8.90326e-0520.10, 0.00010497620.10,
8.90449e-0520.10, 0.00010499120.10,
8.90572e-0520.10, 0.00010500520.10,
8.90694e-0520.10, 0.0001050220.10,
8.90817e-0520.10, 0.00010503420.10,
8.9094e-0520.10, 0.00010504820.10,
8.91063e-0520.10, 0.00010506320.10,
8.91185e-0520.10, 0.00010507720.10,
8.91307e-0520.10, 0.00010509120.10,
8.9143e-0520.10, 0.00010510620.10,
8.91552e-0520.10, 0.0001051220.10,
8.91674e-0520.10, 0.00010513420.10,
8.91796e-0520.10, 0.00010514820.10,
8.91918e-0520.10, 0.00010516320.10,
8.9204e-0520.10, 0.00010517720.10,
8.92162e-0520.10, 0.00010519120.10,
8.92284e-0520.10, 0.00010520520.10,
8.92405e-0520.10, 0.0001052220.10,
8.92527e-0520.10, 0.00010523420.10,
8.92648e-0520.10, 0.00010524820.10,
8.9277e-0520.10, 0.00010526220.10,
8.92891e-0520.10, 0.00010527620.10,
8.93012e-0520.10, 0.00010529120.10,
8.93133e-0520.10, 0.00010530520.10,
8.93254e-0520.10, 0.00010531920.10,
8.93375e-0520.10, 0.00010533320.10,
8.93496e-0520.10, 0.00010534720.10,
8.93617e-0520.10, 0.00010536120.10,
8.93737e-0520.10, 0.00010537520.10,
8.93858e-0520.10, 0.00010538920.10,
8.93978e-0520.10, 0.00010540320.10,
8.94099e-0520.10, 0.00010541820.10,
8.94219e-0520.10, 0.00010543220.10,
8.94339e-0520.10, 0.00010544620.10,
8.94459e-0520.10, 0.0001054620.10,
8.94579e-0520.10, 0.00010547420.10,
8.94699e-0520.10, 0.00010548820.10,
8.94819e-0520.10, 0.00010550220.10,
8.94939e-0520.10, 0.00010551620.10,
8.95059e-0520.10, 0.0001055320.10,
8.95178e-0520.10, 0.00010554420.10,
8.95298e-0520.10, 0.00010555820.10,
8.95417e-0520.10, 0.00010557220.10,
8.95536e-0520.10, 0.00010558620.10,
8.95656e-0520.10, 0.000105620.10,
8.95775e-0520.10, 0.00010561420.10,
8.95894e-0520.10, 0.00010562720.10,
8.96013e-0520.10, 0.00010564120.10,
8.96132e-0520.10, 0.00010565520.10,
8.96251e-0520.10, 0.00010566920.10,
8.96369e-0520.10, 0.00010568320.10,
8.96488e-0520.10, 0.00010569720.10,
8.96606e-0520.10, 0.00010571120.10,
8.96725e-0520.10, 0.00010572520.10,
8.96843e-0520.10, 0.00010573820.10,
8.96961e-0520.10, 0.00010575220.10,
8.9708e-0520.10, 0.00010576620.10,
8.97198e-0520.10, 0.0001057820.10,
8.97316e-0520.10, 0.00010579420.10,
8.97434e-0520.10, 0.00010580720.10,
8.97551e-0520.10, 0.00010582120.10,
8.97669e-0520.10, 0.00010583520.10,
8.97787e-0520.10, 0.00010584920.10,
8.97904e-0520.10, 0.00010586220.10,
8.98022e-0520.10, 0.00010587620.10,
8.98139e-0520.10, 0.0001058920.10,
8.98257e-0520.10, 0.00010590420.10,
8.98374e-0520.10, 0.00010591720.10,
8.98491e-0520.10, 0.00010593120.10,
8.98608e-0520.10, 0.00010594520.10,
8.98725e-0520.10, 0.00010595820.10,
8.98842e-0520.10, 0.00010597220.10,
8.98958e-0520.10, 0.00010598620.10,
8.99075e-0520.10, 0.00010599920.10,
8.99192e-0520.10, 0.00010601320.10,
8.99308e-0520.10, 0.00010602720.10,
8.99424e-0520.10, 0.0001060420.10,
8.99541e-0520.10, 0.00010605420.10,
8.99657e-0520.10, 0.00010606720.10,
8.99773e-0520.10, 0.00010608120.10,
8.99889e-0520.10, 0.00010609520.10,
9.00005e-0520.10, 0.00010610820.10,
9.00121e-0520.10, 0.00010612220.10,
9.00237e-0520.10, 0.00010613520.10,
9.00352e-0520.10, 0.00010614920.10,
9.00468e-0520.10, 0.00010616220.10,
9.00583e-0520.10, 0.00010617620.10,
9.00699e-0520.10, 0.00010618920.10,
9.00814e-0520.10, 0.00010620320.10,
9.00929e-0520.10, 0.00010621620.10,
9.01044e-0520.10, 0.0001062320.10,
9.01159e-0520.10, 0.00010624320.10,
9.01274e-0520.10, 0.00010625720.10,
9.01389e-0520.10, 0.0001062720.10,
9.01504e-0520.10, 0.00010628320.10,
9.01619e-0520.10, 0.00010629720.10,
9.01733e-0520.10, 0.0001063120.10,
9.01848e-0520.10, 0.00010632420.10,
9.01962e-0520.10, 0.00010633720.10,
9.02077e-0520.10, 0.0001063520.10,
9.02191e-0520.10, 0.00010636420.10,
9.02305e-0520.10, 0.00010637720.10,
9.02419e-0520.10, 0.0001063920.10,
9.02533e-0520.10, 0.00010640420.10,
9.02647e-0520.10, 0.00010641720.10,
9.02761e-0520.10, 0.0001064320.10,
9.02874e-0520.10, 0.00010644420.10,
9.02988e-0520.10, 0.00010645720.10,
9.03102e-0520.10, 0.0001064720.10,
9.03215e-0520.10, 0.00010648320.10,
9.03328e-0520.10, 0.00010649720.10,
9.03442e-0520.10, 0.0001065120.10,
9.03555e-0520.10, 0.00010652320.10,
9.03668e-0520.10, 0.00010653620.10,
9.03781e-0520.10, 0.0001065520.10,
9.03894e-0520.10, 0.00010656320.10,
9.04007e-0520.10, 0.00010657620.10,
9.04119e-0520.10, 0.00010658920.10,
9.04232e-0520.10, 0.00010660220.10,
9.04345e-0520.10, 0.00010661520.10,
9.04457e-0520.10, 0.00010662920.10,
9.04569e-0520.10, 0.00010664220.10,
9.04682e-0520.10, 0.00010665520.10,
9.04794e-0520.10, 0.00010666820.10,
9.04906e-0520.10, 0.00010668120.10,
9.05018e-0520.10, 0.00010669420.10,
9.0513e-0520.10, 0.00010670720.10,
9.05242e-0520.10, 0.0001067220.10,
9.05353e-0520.10, 0.00010673320.10,
9.05465e-0520.10, 0.00010674620.10,
9.05577e-0520.10, 0.00010675920.10,
9.05688e-0520.10, 0.00010677320.10,
9.058e-0520.10, 0.00010678620.10,
9.05911e-0520.10, 0.00010679920.10,
9.06022e-0520.10, 0.00010681220.10,
9.06133e-0520.10, 0.00010682520.10,
9.06244e-0520.10, 0.00010683720.10,
9.06355e-0520.10, 0.0001068520.10,
9.06466e-0520.10, 0.00010686320.10,
9.06577e-0520.10, 0.00010687620.10,
9.06687e-0520.10, 0.00010688920.10,
9.06798e-0520.10, 0.00010690220.10,
9.06909e-0520.10, 0.00010691520.10,
9.07019e-0520.10, 0.00010692820.10,
9.07129e-0520.10, 0.00010694120.10,
9.07239e-0520.10, 0.00010695420.10,
9.0735e-0520.10, 0.00010696720.10,
9.0746e-0520.10, 0.0001069820.10,
9.0757e-0520.10, 0.00010699220.10,
9.07679e-0520.10, 0.00010700520.10,
9.07789e-0520.10, 0.00010701820.10,
9.07899e-0520.10, 0.00010703120.10,
9.08009e-0520.10, 0.00010704420.10,
9.08118e-0520.10, 0.00010705720.10,
9.08227e-0520.10, 0.00010706920.10,
9.08337e-0520.10, 0.00010708220.10,
9.08446e-0520.10, 0.00010709520.10,
9.08555e-0520.10, 0.00010710820.10,
9.08664e-0520.10, 0.0001071220.10,
9.08773e-0520.10, 0.00010713320.10,
9.08882e-0520.10, 0.00010714620.10,
9.08991e-0520.10, 0.00010715920.10,
9.091e-0520.10, 0.00010717120.10,
9.09208e-0520.10, 0.00010718420.10,
9.09317e-0520.10, 0.00010719720.10,
9.09425e-0520.10, 0.00010720920.10,
9.09533e-0520.10, 0.00010722220.10,
9.09642e-0520.10, 0.00010723520.10,
9.0975e-0520.10, 0.00010724720.10,
9.09858e-0520.10, 0.0001072620.10,
9.09966e-0520.10, 0.00010727220.10,
9.10074e-0520.10, 0.00010728520.10,
9.10182e-0520.10, 0.00010729820.10,
9.10289e-0520.10, 0.0001073120.10,
9.10397e-0520.10, 0.00010732320.10,
9.10504e-0520.10, 0.00010733520.10,
9.10612e-0520.10, 0.00010734820.10,
9.10719e-0520.10, 0.0001073620.10,
9.10826e-0520.10, 0.00010737320.10,
9.10933e-0520.10, 0.00010738620.10,
9.11041e-0520.10, 0.00010739820.10,
9.11148e-0520.10, 0.00010741120.10,
9.11254e-0520.10, 0.00010742320.10,
9.11361e-0520.10, 0.00010743620.10,
9.11468e-0520.10, 0.00010744820.10,
9.11575e-0520.10, 0.0001074620.10,
9.11681e-0520.10, 0.00010747320.10,
9.11787e-0520.10, 0.00010748520.10,
9.11894e-0520.10, 0.00010749820.10,
9.12e-0520.10, 0.0001075120.10,
9.12106e-0520.10, 0.00010752320.10,
9.12212e-0520.10, 0.00010753520.10,
9.12318e-0520.10, 0.00010754720.10,
9.12424e-0520.10, 0.0001075620.10,
9.1253e-0520.10, 0.00010757220.10,
9.12636e-0520.10, 0.00010758520.10,
9.12741e-0520.10, 0.00010759720.10,
9.12847e-0520.10, 0.00010760920.10,
9.12952e-0520.10, 0.00010762220.10,
9.13058e-0520.10, 0.00010763420.10,
9.13163e-0520.10, 0.00010764620.10,
9.13268e-0520.10, 0.00010765820.10,
9.13373e-0520.10, 0.00010767120.10,
9.13478e-0520.10, 0.00010768320.10,
9.13583e-0520.10, 0.00010769520.10,
9.13688e-0520.10, 0.00010770720.10,
9.13793e-0520.10, 0.0001077220.10,
9.13897e-0520.10, 0.00010773220.10,
9.14002e-0520.10, 0.00010774420.10,
9.14106e-0520.10, 0.00010775620.10,
9.14211e-0520.10, 0.00010776920.10,
9.14315e-0520.10, 0.00010778120.10,
9.14419e-0520.10, 0.00010779320.10,
9.14523e-0520.10, 0.00010780520.10,
9.14627e-0520.10, 0.00010781720.10,
9.14731e-0520.10, 0.00010782920.10,
9.14835e-0520.10, 0.00010784220.10,
9.14939e-0520.10, 0.00010785420.10,
9.15042e-0520.10, 0.00010786620.10,
9.15146e-0520.10, 0.00010787820.10,
9.15249e-0520.10, 0.0001078920.10,
9.15353e-0520.10, 0.00010790220.10,
9.15456e-0520.10, 0.00010791420.10,
9.15559e-0520.10, 0.00010792620.10,
9.15662e-0520.10, 0.00010793820.10,
9.15765e-0520.10, 0.0001079520.10,
9.15868e-0520.10, 0.00010796220.10,
9.15971e-0520.10, 0.00010797420.10,
9.16074e-0520.10, 0.00010798620.10,
9.16176e-0520.10, 0.00010799820.10,
9.16279e-0520.10, 0.0001080120.10,
9.16381e-0520.10, 0.00010802220.10,
9.16484e-0520.10, 0.00010803420.10,
9.16586e-0520.10, 0.00010804620.10,
9.16688e-0520.10, 0.00010805820.10,
9.1679e-0520.10, 0.0001080720.10,
9.16892e-0520.10, 0.00010808220.10,
9.16994e-0520.10, 0.00010809420.10,
9.17096e-0520.10, 0.00010810620.10,
9.17198e-0520.10, 0.00010811820.10,
9.173e-0520.10, 0.00010812920.10,
9.17401e-0520.10, 0.00010814120.10,
9.17503e-0520.10, 0.00010815320.10,
9.17604e-0520.10, 0.00010816520.10,
9.17705e-0520.10, 0.00010817720.10,
9.17806e-0520.10, 0.00010818920.10,
9.17907e-0520.10, 0.00010820120.10,
9.18009e-0520.10, 0.00010821220.10,
9.18109e-0520.10, 0.00010822420.10,
9.1821e-0520.10, 0.00010823620.10,
9.18311e-0520.10, 0.00010824820.10,
9.18412e-0520.10, 0.00010825920.10,
9.18512e-0520.10, 0.00010827120.10,
9.18613e-0520.10, 0.00010828320.10,
9.18713e-0520.10, 0.00010829520.10,
9.18813e-0520.10, 0.00010830620.10,
9.18914e-0520.10, 0.00010831820.10,
9.19014e-0520.10, 0.0001083320.10,
9.19114e-0520.10, 0.00010834120.10,
9.19214e-0520.10, 0.00010835320.10,
9.19313e-0520.10, 0.00010836520.10,
9.19413e-0520.10, 0.00010837620.10,
9.19513e-0520.10, 0.00010838820.10,
9.19612e-0520.10, 0.000108420.10,
9.19712e-0520.10, 0.00010841120.10,
9.19811e-0520.10, 0.00010842320.10,
9.19911e-0520.10, 0.00010843420.10,
9.2001e-0520.10, 0.00010844620.10,
9.20109e-0520.10, 0.00010845820.10,
9.20208e-0520.10, 0.00010846920.10,
9.20307e-0520.10, 0.00010848120.10,
9.20406e-0520.10, 0.00010849220.10,
9.20504e-0520.10, 0.00010850420.10,
9.20603e-0520.10, 0.00010851520.10,
9.20702e-0520.10, 0.00010852720.10,
9.208e-0520.10, 0.00010853820.10,
9.20899e-0520.10, 0.0001085520.10,
9.20997e-0520.10, 0.00010856120.10,
9.21095e-0520.10, 0.00010857320.10,
9.21193e-0520.10, 0.00010858420.10,
9.21291e-0520.10, 0.00010859620.10,
9.21389e-0520.10, 0.00010860720.10,
9.21487e-0520.10, 0.00010861920.10,
9.21585e-0520.10, 0.0001086320.10,
9.21682e-0520.10, 0.00010864120.10,
9.2178e-0520.10, 0.00010865320.10,
9.21877e-0520.10, 0.00010866420.10,
9.21975e-0520.10, 0.00010867620.10,
9.22072e-0520.10, 0.00010868720.10,
9.22169e-0520.10, 0.00010869820.10,
9.22266e-0520.10, 0.0001087120.10,
9.22363e-0520.10, 0.00010872120.10,
9.2246e-0520.10, 0.00010873220.10,
9.22557e-0520.10, 0.00010874420.10,
9.22654e-0520.10, 0.00010875520.10,
9.22751e-0520.10, 0.00010876620.10,
9.22847e-0520.10, 0.00010877720.10,
9.22944e-0520.10, 0.00010878920.10,
9.2304e-0520.10, 0.000108820.10,
9.23136e-0520.10, 0.00010881120.10,
9.23232e-0520.10, 0.00010882220.10,
9.23329e-0520.10, 0.00010883420.10,
9.23425e-0520.10, 0.00010884520.10,
9.2352e-0520.10, 0.00010885620.10,
9.23616e-0520.10, 0.00010886720.10,
9.23712e-0520.10, 0.00010887820.10,
9.23808e-0520.10, 0.0001088920.10,
9.23903e-0520.10, 0.00010890120.10,
9.23999e-0520.10, 0.00010891220.10,
9.24094e-0520.10, 0.00010892320.10,
9.24189e-0520.10, 0.00010893420.10,
9.24284e-0520.10, 0.00010894520.10,
9.2438e-0520.10, 0.00010895620.10,
9.24475e-0520.10, 0.00010896820.10,
9.2457e-0520.10, 0.00010897920.10,
9.24664e-0520.10, 0.0001089920.10,
9.24759e-0520.10, 0.00010900120.10,
9.24854e-0520.10, 0.00010901220.10,
9.24948e-0520.10, 0.00010902320.10,
9.25043e-0520.10, 0.00010903420.10,
9.25137e-0520.10, 0.00010904520.10,
9.25231e-0520.10, 0.00010905620.10,
9.25326e-0520.10, 0.00010906720.10,
9.2542e-0520.10, 0.00010907820.10,
9.25514e-0520.10, 0.00010908920.10,
9.25608e-0520.10, 0.000109120.10,
9.25701e-0520.10, 0.00010911120.10,
9.25795e-0520.10, 0.00010912220.10,
9.25889e-0520.10, 0.00010913320.10,
9.25982e-0520.10, 0.00010914420.10,
9.26076e-0520.10, 0.00010915420.10,
9.26169e-0520.10, 0.00010916520.10,
9.26262e-0520.10, 0.00010917620.10,
9.26356e-0520.10, 0.00010918720.10,
9.26449e-0520.10, 0.00010919820.10,
9.26542e-0520.10, 0.00010920920.10,
9.26635e-0520.10, 0.0001092220.10,
9.26727e-0520.10, 0.00010923120.10,
9.2682e-0520.10, 0.00010924120.10,
9.26913e-0520.10, 0.00010925220.10,
9.27005e-0520.10, 0.00010926320.10,
9.27098e-0520.10, 0.00010927420.10,
9.2719e-0520.10, 0.00010928520.10,
9.27282e-0520.10, 0.00010929520.10,
9.27375e-0520.10, 0.00010930620.10,
9.27467e-0520.10, 0.00010931720.10,
9.27559e-0520.10, 0.00010932820.10,
9.27651e-0520.10, 0.00010933820.10,
9.27742e-0520.10, 0.00010934920.10,
9.27834e-0520.10, 0.0001093620.10,
9.27926e-0520.10, 0.0001093720.10,
9.28017e-0520.10, 0.00010938120.10,
9.28109e-0520.10, 0.00010939220.10,
9.282e-0520.10, 0.00010940220.10,
9.28291e-0520.10, 0.00010941320.10,
9.28382e-0520.10, 0.00010942420.10,
9.28474e-0520.10, 0.00010943420.10,
9.28564e-0520.10, 0.00010944520.10,
9.28655e-0520.10, 0.00010945620.10,
9.28747e-0520.10, 0.00010946620.10,
9.28838e-0520.10, 0.00010947720.10,
9.28929e-0520.10, 0.00010948720.10,
9.29019e-0520.10, 0.00010949820.10,
9.29109e-0520.10, 0.00010950920.10,
9.292e-0520.10, 0.00010951920.10,
9.2929e-0520.10, 0.0001095320.10,
9.2938e-0520.10, 0.0001095420.10,
9.2947e-0520.10, 0.00010955120.10,
9.2956e-0520.10, 0.00010956120.10,
9.2965e-0520.10, 0.00010957220.10,
9.2974e-0520.10, 0.00010958220.10,
9.2983e-0520.10, 0.00010959320.10,
9.29919e-0520.10, 0.00010960320.10,
9.30009e-0520.10, 0.00010961420.10,
9.30098e-0520.10, 0.00010962420.10,
9.30187e-0520.10, 0.00010963420.10,
9.30277e-0520.10, 0.00010964520.10,
9.30366e-0520.10, 0.00010965520.10,
9.30455e-0520.10, 0.00010966620.10,
9.30544e-0520.10, 0.00010967620.10,
9.30633e-0520.10, 0.00010968620.10,
9.30722e-0520.10, 0.00010969720.10,
9.3081e-0520.10, 0.00010970720.10,
9.30899e-0520.10, 0.00010971720.10,
9.30987e-0520.10, 0.00010972820.10,
9.31076e-0520.10, 0.00010973820.10,
9.31164e-0520.10, 0.00010974820.10,
9.31252e-0520.10, 0.00010975920.10,
9.3134e-0520.10, 0.00010976920.10,
9.31428e-0520.10, 0.00010977920.10,
9.31516e-0520.10, 0.00010978920.10,
9.31604e-0520.10, 0.000109820.10,
9.31692e-0520.10, 0.0001098120.10,
9.3178e-0520.10, 0.0001098220.10,
9.31867e-0520.10, 0.0001098320.10,
9.31955e-0520.10, 0.00010984120.10,
9.32042e-0520.10, 0.00010985120.10,
9.32129e-0520.10, 0.00010986120.10,
9.32217e-0520.10, 0.00010987120.10,
9.32304e-0520.10, 0.00010988120.10,
9.32391e-0520.10, 0.00010989220.10,
9.32478e-0520.10, 0.00010990220.10,
9.32565e-0520.10, 0.00010991220.10,
9.32651e-0520.10, 0.00010992220.10,
9.32738e-0520.10, 0.00010993220.10,
9.32825e-0520.10, 0.00010994220.10,
9.32911e-0520.10, 0.00010995220.10,
9.32997e-0520.10, 0.00010996220.10,
9.33084e-0520.10, 0.00010997220.10,
9.3317e-0520.10, 0.00010998220.10,
9.33256e-0520.10, 0.00010999220.10,
9.33342e-0520.10, 0.00011000320.10,
9.33428e-0520.10, 0.00011001320.10,
9.33514e-0520.10, 0.00011002320.10,
9.336e-0520.10, 0.00011003320.10,
9.33685e-0520.10, 0.00011004320.10,
9.33771e-0520.10, 0.00011005320.10,
9.33856e-0520.10, 0.00011006320.10,
9.33942e-0520.10, 0.00011007220.10,
9.34027e-0520.10, 0.00011008220.10,
9.34112e-0520.10, 0.00011009220.10,
9.34197e-0520.10, 0.00011010220.10,
9.34282e-0520.10, 0.00011011220.10,
9.34367e-0520.10, 0.00011012220.10,
9.34452e-0520.10, 0.00011013220.10,
9.34536e-0520.10, 0.00011014220.10,
9.34621e-0520.10, 0.00011015220.10,
9.34706e-0520.10, 0.00011016220.10,
9.3479e-0520.10, 0.00011017120.10,
9.34874e-0520.10, 0.00011018120.10,
9.34959e-0520.10, 0.00011019120.10,
9.35043e-0520.10, 0.00011020120.10,
9.35127e-0520.10, 0.00011021120.10,
9.35211e-0520.10, 0.00011022120.10,
9.35295e-0520.10, 0.0001102320.10,
9.35378e-0520.10, 0.0001102420.10,
9.35462e-0520.10, 0.0001102520.10,
9.35546e-0520.10, 0.0001102620.10,
9.35629e-0520.10, 0.00011026920.10,
9.35713e-0520.10, 0.00011027920.10,
9.35796e-0520.10, 0.00011028920.10,
9.35879e-0520.10, 0.00011029920.10,
9.35962e-0520.10, 0.00011030820.10,
9.36045e-0520.10, 0.00011031820.10,
9.36128e-0520.10, 0.00011032820.10,
9.36211e-0520.10, 0.00011033720.10,
